MODELYEAR,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2014,XKR-S COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
2014,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
2014,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
2014,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10,28,230
2014,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
2014,CHEROKEE 4X4 Active Drive II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
2014,CHEROKEE 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11,26,253
2014,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
2014,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
2014,COMPASS,SUV - SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
2014,COMPASS,SUV - SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
2014,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
2014,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
2014,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
2014,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
2014,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
2014,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340
2014,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3,6,A8,D,11.2,8.4,9.9,29,267
2014,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
2014,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13,15.6,18,250
2014,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
2014,PATRIOT,SUV - SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
2014,PATRIOT,SUV - SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
2014,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
2014,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
2014,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
2014,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
2014,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
2014,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
2014,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.2,11,12.8,22,294
2014,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
2014,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15,11.4,13.4,21,308
2014,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
2014,FORTE,MID-SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191
2014,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.4,8,35,184
2014,FORTE,MID-SIZE,2,4,A6,X,9.8,6.6,8.4,34,193
2014,FORTE,MID-SIZE,2,4,M6,X,9.7,6.8,8.4,34,193
2014,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8,9.7,29,223
2014,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
2014,FORTE 5,FULL-SIZE,2,4,A6,X,9.7,6.8,8.4,34,193
2014,FORTE 5,FULL-SIZE,2,4,M6,X,9.8,7,8.5,33,196
2014,FORTE KOUP,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216
2014,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
2014,FORTE KOUP,COMPACT,2,4,A6,X,9.6,7,8.4,34,193
2014,FORTE KOUP,COMPACT,2,4,M6,X,9.8,7.2,8.6,33,198
2014,OPTIMA,MID-SIZE,2,4,A6,X,11.7,7.6,9.9,29,228
2014,OPTIMA,MID-SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200
2014,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175
2014,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
2014,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
2014,RONDO,STATION WAGON - MID-SIZE,2,4,A6,X,10.5,7.5,9.2,31,212
2014,RONDO,STATION WAGON - MID-SIZE,2,4,M6,X,10.8,7.4,9.3,30,214
2014,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12,24,276
2014,SORENTO,SUV - SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237
2014,SORENTO,SUV - SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262
2014,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,12.3,9.3,11,26,253
2014,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271
2014,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
2014,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9,31,207
2014,SOUL,STATION WAGON - SMALL,2,4,A6,X,10.1,7.8,9.1,31,209
2014,SOUL ECO Dynamics,STATION WAGON - SMALL,2,4,A6,X,9.7,7.8,8.8,32,202
2014,SPORTAGE,SUV - SMALL,2.4,4,A6,X,11.4,8.3,10,28,230
2014,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.3,11.3,25,260
2014,SPORTAGE AWD,SUV - SMALL,2,4,A6,X,12.7,9.7,11.4,25,262
2014,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,X,12,9.1,10.7,26,246
2014,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15,421
2014,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18,12.8,15.7,18,361
2014,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
2014,LR2,SUV - SMALL,2,4,AS6,Z,13.5,9.9,11.9,24,274
2014,LR4,SUV - STANDARD,3,6,AS8,Z,16.3,12.4,14.5,19,334
2014,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
2014,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
2014,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
2014,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
2014,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
2014,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
2014,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
2014,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,19.4,14.9,17.4,16,278
2014,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,17.3,12.2,15,19,345
2014,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19,338
2014,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,24,16.6,20.7,14,331
2014,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
2014,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
2014,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,19.4,14.8,17.3,16,277
2014,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
2014,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
2014,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
2014,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
2014,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.2,6,47,138
2014,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
2014,GS 350,MID-SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27,239
2014,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11,26,253
2014,GS 450h,MID-SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37,175
2014,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
2014,IS 250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2014,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
2014,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2014,IS 350,COMPACT,3.5,6,AS8,Z,12.2,8.7,10.6,27,244
2014,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.5,9.1,11,26,253
2014,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
2014,IS F,SUBCOMPACT,5,8,AS8,Z,14.6,10.1,12.6,22,290
2014,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
2014,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2014,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2014,LS 600h L,MID-SIZE,5,8,AV8,Z,12,10.7,11.4,25,262
2014,LX 570,SUV - STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
2014,RX 350 AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269
2014,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
2014,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34,189
2014,MKS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
2014,MKS AWD,FULL-SIZE,3.7,6,AS6,X,13.1,9,11.3,25,260
2014,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
2014,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,11.5,8.5,10.2,28,235
2014,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14,9.9,12.2,23,281
2014,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
2014,MKZ,MID-SIZE,2,4,AS6,X,10.5,7.1,9,31,207
2014,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.1,9.3,11.4,25,262
2014,MKZ HYBRID,MID-SIZE,2,4,AV,X,6.2,6.4,6.3,45,145
2014,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16,18,368
2014,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18,21.6,13,346
2014,GHIBLI,MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
2014,GHIBLI AWD,MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
2014,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
2014,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.7,15.3,18,352
2014,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
2014,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,15.9,9.7,13.1,22,301
2014,CX-5,SUV - SMALL,2,4,AS6,X,8.9,7.3,8.2,34,189
2014,CX-5,SUV - SMALL,2,4,M6,X,9,6.8,8,35,184
2014,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
2014,CX-5 4WD,SUV - SMALL,2,4,AS6,X,9.3,7.6,8.5,33,196
2014,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
2014,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2,10,12.3,23,283
2014,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290
2014,MAZDA2,COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177
2014,MAZDA2,COMPACT,1.5,4,M5,X,8,6.7,7.4,38,170
2014,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,159
2014,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8,5.8,7,40,161
2014,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
2014,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
2014,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8,5.8,7,40,161
2014,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8,5.9,7.1,40,163
2014,MAZDA3 5-DOOR,MID-SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
2014,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
2014,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168
2014,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
2014,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223
2014,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225
2014,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175
2014,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
2014,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
2014,MX-5,TWO-SEATER,2,4,AS6,Z,11.5,8.5,10.2,28,235
2014,MX-5,TWO-SEATER,2,4,M5,Z,10.5,8.5,9.6,29,221
2014,MX-5,TWO-SEATER,2,4,M6,Z,11.1,8.4,9.9,29,228
2014,B 250,STATION WAGON - SMALL,2,4,AS7,Z,9.2,6.6,8,35,184
2014,C 250,COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
2014,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11,7.4,9.4,30,216
2014,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242
2014,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,16.4,11.1,14,20,224
2014,C 350,COMPACT,3.5,6,AS7,Z,12,8.6,10.5,27,242
2014,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239
2014,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244
2014,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
2014,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.7,11.9,15.1,19,347
2014,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352
2014,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
2014,CL 63 AMG,COMPACT,5.5,8,AS7,Z,15.4,11,13.4,21,308
2014,CLA 250,COMPACT,2,4,AS7,Z,9.1,6.2,7.8,36,179
2014,CLA 45 AMG 4MATIC,COMPACT,2,4,AS7,Z,10.3,7.8,9.2,31,212
2014,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264
2014,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2014,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2014,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,8.5,5.7,7.2,39,194
2014,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
2014,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6,8.1,10,28,230
2014,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.5,10.4,27,239
2014,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
2014,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12,8.5,10.4,27,239
2014,E 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.2,10.2,28,235
2014,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,9.6,7.9,8.8,32,202
2014,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,13.6,9.1,11.6,24,267
2014,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,269
2014,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,262
2014,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS7,Z,15,10.3,12.9,22,297
2014,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11,13.5,21,310
2014,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15,10.3,12.9,22,297
2014,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11,13.5,21,310
2014,G 550,SUV - STANDARD,5.5,8,AS7,Z,20,15.9,18.2,16,419
2014,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4,15.7,17.7,16,407
2014,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,13.4,10.2,12,24,324
2014,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.1,12.8,15.2,19,350
2014,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.6,13.1,15.6,18,359
2014,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.7,13.4,15.8,18,363
2014,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6,7.1,8.5,33,230
2014,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6,9.6,11.3,25,260
2014,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4,10.5,12.1,23,278
2014,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,17.8,13.8,16,18,256
2014,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,11.8,8.5,10.3,27,278
2014,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,327
2014,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,13.5,15.5,18,356
2014,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23,278
2014,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,14.2,9.4,12,24,276
2014,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.6,10.3,13.2,21,304
2014,SL 550,TWO-SEATER,4.7,8,AS7,Z,13.4,9.6,11.7,24,269
2014,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.8,10.2,12.7,22,292
2014,SL 65 AMG,TWO-SEATER,6,8,AS7,Z,16.7,11.2,14.2,20,327
2014,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3,7.2,8.9,32,205
2014,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,7.3,9,31,207
2014,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225
2014,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.3,8.7,10.7,26,246
2014,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,18.7,13.9,16.5,17,380
2014,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
2014,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
2014,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
2014,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
2014,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
2014,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37,175
2014,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8,6.4,7.3,39,168
2014,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
2014,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36,179
2014,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,LANCER,COMPACT,2,4,AV6,X,9.2,7,8.2,34,189
2014,LANCER,COMPACT,2,4,M5,X,9.6,6.8,8.3,34,191
2014,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,218
2014,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,10.5,12.5,23,288
2014,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14,10.3,12.3,23,283
2014,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,9.4,11.6,24,267
2014,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,7.3,8.6,33,198
2014,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8,7.1,8.6,33,198
2014,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6,47,138
2014,MIRAGE,COMPACT,1.2,3,M5,X,7,5.6,6.4,44,147
2014,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198
2014,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,209
2014,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.5,8.5,10.2,28,235
2014,RVR,SUV - SMALL,2,4,AV6,X,9.6,7.6,8.7,32,200
2014,RVR,SUV - SMALL,2,4,M5,X,9.9,7.5,8.8,32,202
2014,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8,8,9,31,207
2014,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11,26,253
2014,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264
2014,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,9.5,11.4,25,262
2014,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5,9.6,11.7,24,269
2014,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37,175
2014,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,7.4,9.3,30,214
2014,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17,380
2014,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,23,283
2014,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,260
2014,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,10.2,12.7,22,292
2014,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.2,13.7,21,315
